,name,country,type,factor,position,club,values,
0,Domagoj Vida,hr,player,0.55,DF,AEK Athens,"0,0,55,0,0,5,6,14,7,6,19,20,6,9",
0,Josip Juranovic,hr,player,0.09,DF,Union Berlin,"0,0,0,0,0,7,5,9,4,3,2,5,4,6",
0,Josip Stanišić,hr,player,0.33,DF,Bayer Leverkusen,"0,0,0,0,0,14,2,33,21,14,10,7,9,16",
0,Josip Šutalo,hr,player,0.29,DF,Netherlands Ajax,"0,0,0,0,0,3,4,29,12,12,16,7,8,12",
0,Josko Gvardiol,hr,player,1.4492753623188406,DF,Manchester City,"0,0,45,0,0,18,20,100,59,37,37,44,66,64",
0,Marin Pongračić,hr,player,1.4285714285714286,DF,Lecce,"0,38,0,0,0,4,4,100,32,17,8,5,14,21",
0,Martin Erlic,hr,player,0.14,DF,Sassuolo,"0,0,0,0,0,5,4,13,10,7,7,6,7,14",
0,Lovro Majer,hr,player,1.4285714285714286,MF,VfL Wolfsburg,"0,0,100,44,0,6,5,26,13,7,9,12,12,10",
0,Luka Ivanušec,hr,player,0.18,MF,Netherlands Feyenoord,"0,0,0,0,0,2,0,14,5,3,2,6,18,6",
0,Luka Modric,hr,player,3.5714285714285716,MF,Real Madrid,"100,99,73,46,35,32,30,87,49,26,27,28,29,46",
0,Luka Sucic,hr,player,1.2195121951219512,MF,Red Bull Salzburg,"0,0,84,0,0,10,12,100,45,13,8,7,8,10",
0,Marcelo Brozovic,hr,player,0.58,MF,Al Nassr,"0,0,0,0,0,10,16,58,21,9,9,8,8,14",
0,Mario Pasalic,hr,player,0.22,MF,Atalanta,"0,0,0,0,0,9,6,22,7,5,7,5,11,10",
0,Martin Baturina,hr,player,0.49,MF,Dinamo Zagreb,"0,0,49,0,0,15,8,15,11,7,7,9,27,14",
0,Mateo Kovacic,hr,player,0.96,MF,Manchester City,"0,0,96,0,0,9,8,36,16,11,30,23,17,18",
0,Nikola Vlašić,hr,player,0.18,MF,Torino,"0,0,0,0,0,2,3,18,4,6,5,2,4,3",
0,Andrej Kramarić,hr,player,0.27,FW,TSG Hoffenheim,"0,0,0,0,0,6,5,27,11,8,7,9,12,14",
0,Ante Budimir,hr,player,1.0416666666666667,FW,Osasuna,"0,0,48,0,0,3,6,100,50,38,13,38,21,16",
0,Bruno Petkovic,hr,player,0.29,FW,Dinamo Zagreb,"0,0,0,0,0,12,12,29,17,14,25,27,21,24",
0,Ivan Perisic,hr,player,0.48,FW,Hajduk Split,"0,0,0,0,0,22,15,48,19,14,22,20,21,26",
0,Marco Pasalic,hr,player,0.8,FW,Rijeka,"0,0,80,66,0,17,13,23,14,8,14,13,24,17",
0,Marko Pjaca,hr,player,0.19,FW,Rijeka,"0,0,0,0,0,19,11,12,11,7,9,9,11,9",
0,Zlatko Dalic /m/04jj8lm,hr,trainer,1.0,,,"0,0,0,0,0,15,22,51,32,100,40,20,18,48",
0,empty2hr,0,empty,0.0,,,"0,0,0,0,0,0,0,0,0,0,0,0,0,0", 
0,empty1hr,0,empty,0.0,,,"0,0,0,0,0,0,0,0,0,0,0,0,0,0", 
0,Gianluigi Donnarumma,it,player,0.44,GK,Paris Saint-Germain,"15,11,19,24,16,11,15,15,44,12,21,14,13,38",
0,Guglielmo Vicario,it,player,2.0408163265306123,GK,Tottenham Hotspur,"0,0,0,100,12,7,5,7,6,3,3,2,2,3",
0,Alex Meret,it,player,0.08,GK,Napoli,"0,0,0,0,0,8,6,5,5,3,3,3,3,4",
0,Giovanni Di Lorenzo,it,player,1.8181818181818181,DF,Napoli,"49,36,21,19,19,12,10,12,16,63,100,74,39,40",
0,Federico Dimarco,it,player,0.31,DF,Inter Milan,"0,15,0,24,0,6,6,7,20,7,6,6,31,11",
0,Alessandro Buongiorno,it,player,0.58,DF,Torino,"10,0,12,16,13,17,15,30,58,20,17,12,10,22",
0,Gianluca Mancini,it,player,0.21,DF,Roma,"0,0,0,21,0,5,5,5,8,4,5,3,3,4",
0,Matteo Darmian,it,player,0.25,DF,Inter Milan,"11,0,0,0,0,4,5,4,25,3,4,4,4,4",
0,Riccardo Calafiori,it,player,0.87,DF,Bologna,"19,67,30,68,36,36,32,24,87,26,24,27,34,44",
0,Raoul Bellanova,it,player,0.98,DF,Torino,"9,0,0,0,12,9,10,12,98,13,9,7,14,14",
0,Alessandro Bastoni,it,player,0.15,DF,Inter Milan,"0,12,0,15,0,6,6,9,13,6,6,6,5,9",
0,Andrea Cambiaso,it,player,0.46,DF,Juventus,"0,0,0,37,8,8,6,7,46,7,6,6,5,6",
0,Federico Gatti,it,player,0.28,DF,Juventus,"28,0,12,8,0,5,5,4,5,7,5,4,3,5",
0,Nicolo Barella,it,player,1.2048192771084338,MF,Inter Milan,"24,9,10,46,62,71,100,83,56,28,48,39,26,33",
0,Davide Frattesi,it,player,1.2820512820512822,MF,Inter Milan,"8,0,0,7,0,7,7,7,91,34,100,43,20,19",
0,Jorginho,it,player,0.48,MF,Arsenal,"0,0,0,48,11,9,8,9,48,6,6,6,6,13",
0,Lorenzo Pellegrini,it,player,2.3255813953488373,MF,Roma,"0,0,5,7,5,9,100,9,8,4,3,4,3,4",
0,Bryan Cristante,it,player,0.13,MF,Roma,"0,0,0,13,0,4,3,4,10,3,3,4,5,4",
0,Nicolo Fagioli,it,player,0.46,MF,Juventus,"23,18,18,46,17,22,15,11,41,11,17,19,29,24",
0,Michael Folorunsho,it,player,1.6666666666666667,MF,Hellas Verona,"12,13,8,18,9,53,43,36,100,21,24,12,8,10",
0,Mateo Retegui,it,player,0.82,FW,Genoa,"9,10,0,82,13,16,9,34,39,11,18,14,13,16",
0,Giacomo Raspadori,it,player,0.24,FW,Napoli,"0,11,0,24,0,9,6,6,16,5,4,4,5,6",
0,Federico Chiesa,it,player,1.8867924528301887,FW,Juventus,"18,18,52,46,51,78,82,83,100,57,55,59,53,45",
0,Gianluca Scamacca,it,player,1.1235955056179776,FW,Atalanta,"22,21,18,49,24,14,11,13,100,19,18,15,32,41",
0,Mattia Zaccagni,it,player,0.27,FW,Lazio,"0,0,0,11,0,15,11,9,27,4,5,4,5,6",
0,Stephan El Shaarawy,it,player,0.17,FW,Roma,"12,0,0,15,10,17,14,11,11,7,7,8,10,16",
0,Luciano Spalletti /m/08s1ll,it,trainer,1.0,,,"43,37,53,100,58,73,36,34,87,33,31,20,24,48",
0,empty2it,0,empty,0.0,,,"0,0,0,0,0,0,0,0,0,0,0,0,0,0", 
0,empty1it,0,empty,0.0,,,"0,0,0,0,0,0,0,0,0,0,0,0,0,0", 
